design_id,ip_id,ip_name,product_type,product_type_name,year,quarter,season,month,week_of_year,is_holiday_season,theme,product_age,production_cost,popularity_trend,trend_score_current,trend_score_q1,trend_score_q2,trend_score_q3,trend_score_q4,trend_momentum,trend_volatility,social_reach,social_engagement,sentiment_score,viral_coefficient,competition_level,theme_saturation,retail_price,price_multiplier,sales_quantity,revenue,sellthrough_rate
lulu_collaboration_2023_fall_感恩節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,3,Fall,8,33,0,感恩節,7,very_high,growing,87.37,74.69,82.18,74.99,84.59,12.67,4.36,7846,774,0.7147,0.0986,low,0.7165492880456604,269.1,0.9,4037,1086366.83,0.9439
lulu_collaboration_2023_fall_中秋節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,3,Fall,8,33,0,中秋節,7,very_high,growing,95.0,83.96,76.49,95.59,111.66,11.04,13.27,7764,914,0.7922,0.1177,high,0.3020964838829628,373.75,1.25,3761,1405925.69,0.7608
lulu_lulu_world_2023_fall_萬聖節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,3,Fall,8,33,0,萬聖節,7,high,growing,95.0,103.73,97.45,87.54,100.92,-8.73,6.12,4580,510,0.8648,0.1114,medium,0.7061746378503164,299.0,1.0,2859,854848.96,0.9246
lulu_lulu_world_2023_fall_中秋節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,3,Fall,8,33,0,中秋節,7,high,growing,95.0,83.28,70.58,96.78,103.93,11.72,12.8,4406,576,0.7441,0.1307,high,0.7829630669510849,373.75,1.25,2639,986518.06,0.9034
lulu_lulu_world_2023_fall_開學季,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,3,Fall,8,33,0,開學季,7,high,growing,95.0,86.94,84.92,81.34,118.82,8.06,15.04,5134,583,0.8623,0.1136,high,0.5764212105430365,328.9,1.1,2446,804550.9,0.8526
lulu_pr_seeding_2023_fall_中秋節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,3,Fall,8,33,0,中秋節,7,medium,stable,95.0,83.8,88.85,105.3,99.15,11.2,8.43,3114,455,0.8248,0.1461,high,0.6174710902529694,373.75,1.25,1478,552678.54,0.8176
lulu_pr_seeding_2023_fall_萬聖節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,3,Fall,8,33,0,萬聖節,7,medium,stable,95.0,103.89,85.97,78.34,89.04,-8.89,9.28,3268,480,0.8325,0.1469,medium,0.6317771748053016,299.0,1.0,1838,549635.78,0.886
lulu_pr_seeding_2023_fall_開學季,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,3,Fall,8,33,0,開學季,7,medium,stable,95.0,101.2,94.75,102.61,97.88,-6.2,3.05,3878,450,0.7642,0.116,high,0.7030870524202998,328.9,1.1,1599,526192.23,0.8883
lulu_pr_seeding_2023_fall_感恩節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,3,Fall,8,33,0,感恩節,7,medium,stable,95.0,97.41,90.31,98.25,114.25,-2.41,8.76,2898,309,0.826,0.1066,low,0.4955448667408559,269.1,0.9,1535,413200.11,0.9278
lulu_sticker_2023_fall_開學季,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,3,Fall,8,33,0,開學季,7,low,growing,95.0,98.17,93.3,94.43,91.14,-3.17,2.55,8651,1084,0.7105,0.1253,high,0.31584055626917973,328.9,1.1,4063,1336359.8,0.7646
lulu_sticker_2023_fall_感恩節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,3,Fall,8,33,0,感恩節,7,low,growing,83.78,79.68,115.97,75.74,93.8,4.09,15.75,6207,639,0.8281,0.1029,low,0.7775869206845377,269.1,0.9,3803,1023637.27,0.9145
lulu_sticker_2023_fall_中秋節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,3,Fall,8,33,0,中秋節,7,low,growing,95.0,75.28,81.64,73.54,100.01,19.72,10.48,6037,704,0.6682,0.1166,high,0.7461782782872095,373.75,1.25,3826,1430110.49,0.9384
lulu_campaign_2023_fall_中秋節,lulu_pig,Lulu罐頭豬,campaign,活動,2023,3,Fall,8,33,0,中秋節,7,high,growing,95.0,87.03,96.76,97.9,84.95,7.97,5.73,6328,519,0.8884,0.082,high,0.7013868501274655,373.75,1.25,2768,1034654.74,0.7535
lulu_campaign_2023_fall_開學季,lulu_pig,Lulu罐頭豬,campaign,活動,2023,3,Fall,8,33,0,開學季,7,high,growing,95.0,105.07,87.17,93.12,101.92,-10.07,7.09,4533,396,0.8572,0.0874,high,0.7919538350203678,328.9,1.1,2767,910259.36,0.8107
lulu_campaign_2023_fall_感恩節,lulu_pig,Lulu罐頭豬,campaign,活動,2023,3,Fall,8,33,0,感恩節,7,high,growing,89.54,90.4,82.42,79.89,90.15,-0.85,4.65,4740,672,0.8116,0.1418,low,0.685596471624663,269.1,0.9,2919,785547.98,0.8816
lulu_campaign_2023_fall_萬聖節,lulu_pig,Lulu罐頭豬,campaign,活動,2023,3,Fall,8,33,0,萬聖節,7,high,growing,95.0,94.21,96.8,95.85,91.4,0.79,2.05,6057,877,0.865,0.1448,medium,0.7614155514206514,299.0,1.0,3475,1039092.08,0.926
lulu_2d_animation_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2023,4,Winter,11,46,1,冬季溫暖,7,high,growing,90.22,89.45,94.84,98.36,94.76,0.77,3.18,4409,597,0.7011,0.1354,medium,0.5035906863984138,299.0,1.0,2764,826726.33,0.8684
lulu_2d_animation_2023_winter_跨年,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2023,4,Winter,11,46,1,跨年,7,high,growing,95.0,95.9,102.65,100.58,95.19,-0.9,3.13,4409,499,0.698,0.1132,high,0.34007867812731496,343.85,1.15,2625,902859.47,0.9001
lulu_2d_animation_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2023,4,Winter,11,46,1,聖誕節,7,high,growing,95.0,90.4,102.46,83.45,85.48,4.6,7.38,4350,587,0.7825,0.1349,very_high,0.5293291942687484,403.65,1.35,2335,942615.9,0.7519
lulu_2d_animation_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2023,4,Winter,11,46,1,冰雪主題,7,high,growing,95.0,91.88,98.0,84.27,97.65,3.12,5.57,4607,449,0.8164,0.0975,medium,0.5270509177153266,313.95,1.05,2464,773647.68,0.7844
lulu_3d_animation_2023_winter_跨年,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2023,4,Winter,11,46,1,跨年,7,very_high,growing,95.0,95.01,93.58,95.6,105.62,-0.01,4.77,5169,448,0.8676,0.0867,high,0.5709199189278945,343.85,1.15,3159,1086488.22,0.8418
lulu_3d_animation_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2023,4,Winter,11,46,1,冬季溫暖,7,very_high,growing,95.0,102.48,77.21,89.77,96.49,-7.48,9.39,5770,606,0.831,0.105,medium,0.772210828996828,299.0,1.0,3465,1036037.69,0.7728
lulu_3d_animation_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2023,4,Winter,11,46,1,冰雪主題,7,very_high,growing,95.0,92.23,90.33,102.37,94.82,2.77,4.58,5388,472,0.7929,0.0876,medium,0.3915541186369411,313.95,1.05,3028,950944.75,0.8824
lulu_3d_animation_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2023,4,Winter,11,46,1,聖誕節,7,very_high,growing,95.0,96.28,98.08,97.96,99.84,-1.28,1.26,5174,508,0.7372,0.0982,very_high,0.35446929998425086,403.65,1.35,2883,1164114.31,0.9418
lulu_comic_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,comic,漫畫,2023,4,Winter,11,46,1,冬季溫暖,7,medium,stable,95.0,75.43,93.21,93.68,102.65,19.57,9.88,3686,447,0.8366,0.1213,medium,0.30615728479348053,299.0,1.0,2083,622858.23,0.9306
lulu_comic_2023_winter_跨年,lulu_pig,Lulu罐頭豬,comic,漫畫,2023,4,Winter,11,46,1,跨年,7,medium,stable,95.0,102.78,95.78,89.31,78.08,-7.78,9.09,4184,538,0.8769,0.1286,high,0.7991884093689593,343.85,1.15,1919,659938.23,0.8312
lulu_comic_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,comic,漫畫,2023,4,Winter,11,46,1,聖誕節,7,medium,stable,95.0,93.63,111.62,92.53,95.37,1.37,7.76,3747,417,0.7169,0.1113,very_high,0.48248185586977305,403.65,1.35,1985,801525.66,0.9002
lulu_single_visual_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2023,4,Winter,11,46,1,冬季溫暖,7,low,growing,95.0,96.49,99.04,88.88,98.64,-1.49,4.09,4829,411,0.6501,0.0851,medium,0.4431346144624472,299.0,1.0,2595,775946.82,0.8045
lulu_single_visual_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2023,4,Winter,11,46,1,聖誕節,7,low,growing,95.0,94.01,89.65,121.2,93.16,0.99,12.63,3986,416,0.8591,0.1044,very_high,0.6762205050300167,403.65,1.35,2384,962301.95,0.9042
lulu_single_visual_2023_winter_跨年,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2023,4,Winter,11,46,1,跨年,7,low,growing,95.0,104.49,91.84,99.91,102.99,-9.49,4.89,3581,354,0.6866,0.0989,high,0.3736120241129815,343.85,1.15,2080,715477.04,0.8777
lulu_single_visual_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2023,4,Winter,11,46,1,冰雪主題,7,low,growing,95.0,93.58,98.39,79.7,97.26,1.42,7.45,4743,491,0.7151,0.1035,medium,0.3072142766671384,313.95,1.05,2360,741076.89,0.8102
lulu_collaboration_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,4,Winter,11,46,1,冰雪主題,7,very_high,growing,95.0,94.78,101.02,104.05,87.93,0.22,6.19,7268,622,0.6789,0.0856,medium,0.6272908328292692,313.95,1.05,3764,1181868.95,0.8354
lulu_collaboration_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,4,Winter,11,46,1,聖誕節,7,very_high,growing,95.0,83.71,94.77,91.22,76.71,11.29,6.97,7238,664,0.8046,0.0917,very_high,0.37082707133334003,403.65,1.35,3588,1448585.53,0.9394
lulu_collaboration_2023_winter_跨年,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,4,Winter,11,46,1,跨年,7,very_high,growing,95.0,103.39,91.47,80.41,103.14,-8.39,9.51,5949,855,0.8569,0.1437,high,0.3854394337359983,343.85,1.15,3910,1344497.39,0.9237
lulu_collaboration_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2023,4,Winter,11,46,1,冬季溫暖,7,very_high,growing,95.0,95.34,90.64,91.31,89.96,-0.34,2.09,8090,849,0.8974,0.1049,medium,0.4730913279061179,299.0,1.0,3886,1162064.7,0.8668
lulu_lulu_world_2023_winter_跨年,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,4,Winter,11,46,1,跨年,7,high,growing,95.0,91.92,94.24,85.98,90.76,3.08,3.01,5579,690,0.7213,0.1237,high,0.7907959340391573,343.85,1.15,2692,925684.82,0.7581
lulu_lulu_world_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,4,Winter,11,46,1,冰雪主題,7,high,growing,95.0,111.49,89.0,107.56,102.36,-16.49,8.49,4493,638,0.7391,0.142,medium,0.680693584466068,313.95,1.05,3028,950698.91,0.8717
lulu_lulu_world_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,4,Winter,11,46,1,聖誕節,7,high,growing,95.0,105.57,88.12,87.76,107.47,-10.57,9.31,5696,542,0.8887,0.0952,very_high,0.6155185432983656,403.65,1.35,2635,1063688.88,0.8981
lulu_lulu_world_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2023,4,Winter,11,46,1,冬季溫暖,7,high,growing,95.0,103.09,102.35,111.53,94.98,-8.09,5.86,5939,863,0.8947,0.1453,medium,0.38358104569447865,299.0,1.0,2824,844395.91,0.7714
lulu_pr_seeding_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,4,Winter,11,46,1,冬季溫暖,7,medium,stable,92.4,97.21,99.66,91.57,106.25,-4.8,5.27,3606,337,0.8841,0.0935,medium,0.44811437525903525,299.0,1.0,1519,454478.66,0.7788
lulu_pr_seeding_2023_winter_跨年,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,4,Winter,11,46,1,跨年,7,medium,stable,95.0,89.95,95.91,109.21,103.63,5.05,7.34,3035,410,0.6587,0.1351,high,0.4559236379612639,343.85,1.15,1656,569686.8,0.8445
lulu_pr_seeding_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,4,Winter,11,46,1,聖誕節,7,medium,stable,95.0,97.81,107.5,96.15,89.58,-2.81,6.41,3670,423,0.6908,0.1153,very_high,0.597685449009034,403.65,1.35,1702,687156.39,0.7779
lulu_pr_seeding_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2023,4,Winter,11,46,1,冰雪主題,7,medium,stable,95.0,88.09,99.14,91.22,95.58,6.91,4.2,3805,449,0.6909,0.118,medium,0.5957814690834116,313.95,1.05,1626,510486.04,0.7873
lulu_sticker_2023_winter_跨年,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,4,Winter,11,46,1,跨年,7,low,growing,95.0,93.14,92.57,97.98,81.82,1.86,5.9,8687,949,0.7539,0.1092,high,0.6713754543114534,343.85,1.15,4374,1504096.05,0.921
lulu_sticker_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,4,Winter,11,46,1,聖誕節,7,low,growing,95.0,95.37,92.71,103.72,94.96,-0.37,4.18,7248,923,0.7884,0.1273,very_high,0.5806196869444655,403.65,1.35,4239,1711355.13,0.8781
lulu_sticker_2023_winter_冰雪主題,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,4,Winter,11,46,1,冰雪主題,7,low,growing,95.0,95.91,87.81,101.27,96.88,-0.91,4.86,8340,798,0.8468,0.0957,medium,0.47588683622427386,313.95,1.05,4318,1355647.47,0.9299
lulu_sticker_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2023,4,Winter,11,46,1,冬季溫暖,7,low,growing,95.0,82.94,95.47,97.33,90.57,12.06,5.57,8738,1081,0.7209,0.1237,medium,0.47685714453109596,299.0,1.0,4218,1261302.06,0.7907
lulu_campaign_2023_winter_跨年,lulu_pig,Lulu罐頭豬,campaign,活動,2023,4,Winter,11,46,1,跨年,7,high,growing,95.0,89.81,90.47,92.2,85.89,5.19,2.31,4714,596,0.7992,0.1264,high,0.7903027182611284,343.85,1.15,3405,1170917.12,0.7966
lulu_campaign_2023_winter_聖誕節,lulu_pig,Lulu罐頭豬,campaign,活動,2023,4,Winter,11,46,1,聖誕節,7,high,growing,95.0,98.26,98.54,97.55,99.31,-3.26,0.63,4392,479,0.8394,0.1091,very_high,0.41153274024445646,403.65,1.35,2915,1176845.25,0.9002
lulu_campaign_2023_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,campaign,活動,2023,4,Winter,11,46,1,冬季溫暖,7,high,growing,95.0,78.58,82.72,102.15,96.28,16.42,9.62,5427,569,0.8165,0.1048,medium,0.5145436031487152,299.0,1.0,3163,945943.27,0.8081
lulu_2d_animation_2024_spring_復活節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,1,Spring,2,7,1,復活節,8,high,growing,91.92,96.57,82.27,88.31,95.81,-4.66,5.86,4276,535,0.7191,0.1251,low,0.4340774677726301,284.05,0.95,2709,769550.48,0.9147
lulu_2d_animation_2024_spring_春節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,1,Spring,2,7,1,春節,8,high,growing,95.0,88.83,93.86,97.67,82.22,6.17,5.78,4596,501,0.6677,0.109,very_high,0.5053107484594404,388.7,1.3,2757,1071702.64,0.8898
lulu_2d_animation_2024_spring_情人節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,1,Spring,2,7,1,情人節,8,high,growing,95.0,93.66,104.13,88.02,97.26,1.34,5.84,5149,713,0.8531,0.1385,high,0.3334481113664544,358.8,1.2,2715,974287.89,0.7768
lulu_2d_animation_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,1,Spring,2,7,1,櫻花季,8,high,growing,95.0,102.69,104.2,97.21,99.23,-7.69,2.76,4266,487,0.6877,0.1142,medium,0.4165097241622198,299.0,1.0,2435,728313.6,0.8673
lulu_3d_animation_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2024,1,Spring,2,7,1,櫻花季,8,very_high,growing,95.0,96.73,94.73,99.33,93.4,-1.73,2.23,6660,841,0.8951,0.1263,medium,0.589497311437037,299.0,1.0,3647,1090574.81,0.8796
lulu_3d_animation_2024_spring_情人節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2024,1,Spring,2,7,1,情人節,8,very_high,growing,95.0,97.54,105.91,109.52,87.34,-2.54,8.54,6180,850,0.835,0.1375,high,0.38952976717712534,358.8,1.2,3468,1244563.63,0.9292
lulu_3d_animation_2024_spring_復活節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2024,1,Spring,2,7,1,復活節,8,very_high,growing,95.0,100.65,96.3,82.24,90.23,-5.65,6.91,5804,507,0.7803,0.0874,low,0.33646774655848505,284.05,0.95,3128,888682.31,0.8764
lulu_3d_animation_2024_spring_春節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2024,1,Spring,2,7,1,春節,8,very_high,growing,95.0,90.48,93.08,92.94,98.61,4.52,2.97,6627,943,0.8566,0.1423,very_high,0.7666760094480327,388.7,1.3,3253,1264596.49,0.7604
lulu_comic_2024_spring_春節,lulu_pig,Lulu罐頭豬,comic,漫畫,2024,1,Spring,2,7,1,春節,8,medium,stable,95.0,78.01,88.05,97.05,91.18,16.99,6.9,4095,368,0.883,0.0899,very_high,0.7676659472651455,388.7,1.3,1774,689754.48,0.8307
lulu_comic_2024_spring_復活節,lulu_pig,Lulu罐頭豬,comic,漫畫,2024,1,Spring,2,7,1,復活節,8,medium,stable,87.02,90.56,93.98,120.56,88.83,-3.54,12.88,3164,442,0.6905,0.1397,low,0.6335772118351634,284.05,0.95,2144,609160.77,0.8428
lulu_comic_2024_spring_情人節,lulu_pig,Lulu罐頭豬,comic,漫畫,2024,1,Spring,2,7,1,情人節,8,medium,stable,95.0,84.06,86.27,94.75,94.36,10.94,4.76,3018,263,0.8332,0.0871,high,0.45459579162165736,358.8,1.2,1691,607030.45,0.8326
lulu_comic_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,comic,漫畫,2024,1,Spring,2,7,1,櫻花季,8,medium,stable,95.0,82.18,89.71,87.55,115.12,12.82,12.7,3125,431,0.845,0.1379,medium,0.6531480140255437,299.0,1.0,2053,613852.72,0.7788
lulu_single_visual_2024_spring_春節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2024,1,Spring,2,7,1,春節,8,low,growing,95.0,93.32,92.65,87.97,93.31,1.68,2.23,3216,292,0.8453,0.0908,very_high,0.5735393219411813,388.7,1.3,2361,917822.36,0.8429
lulu_single_visual_2024_spring_復活節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2024,1,Spring,2,7,1,復活節,8,low,growing,95.0,99.35,92.29,110.13,84.6,-4.35,9.4,4911,735,0.8021,0.1497,low,0.45007222344152836,284.05,0.95,2658,755191.78,0.7724
lulu_single_visual_2024_spring_情人節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2024,1,Spring,2,7,1,情人節,8,low,growing,95.0,98.71,89.53,90.13,94.8,-3.71,3.73,4766,643,0.674,0.1349,high,0.5928854015024811,358.8,1.2,2477,888917.25,0.9157
lulu_single_visual_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2024,1,Spring,2,7,1,櫻花季,8,low,growing,95.0,99.35,98.49,96.12,101.96,-4.35,2.09,4805,494,0.7329,0.1028,medium,0.6354357107420084,299.0,1.0,2210,660815.89,0.9354
lulu_collaboration_2024_spring_復活節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2024,1,Spring,2,7,1,復活節,8,very_high,growing,93.95,95.04,75.74,91.05,93.4,-1.09,7.68,5788,760,0.7228,0.1313,low,0.5549262872165441,284.05,0.95,4128,1172597.58,0.7519
lulu_collaboration_2024_spring_春節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2024,1,Spring,2,7,1,春節,8,very_high,growing,95.0,91.19,97.48,91.67,84.35,3.81,4.65,5483,495,0.6877,0.0903,very_high,0.6906324490698836,388.7,1.3,3501,1361063.39,0.7578
lulu_collaboration_2024_spring_情人節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2024,1,Spring,2,7,1,情人節,8,very_high,growing,95.0,95.1,93.83,101.79,96.09,-0.1,3.05,6858,821,0.8306,0.1197,high,0.48687396877852346,358.8,1.2,3768,1352072.2,0.9149
lulu_collaboration_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2024,1,Spring,2,7,1,櫻花季,8,very_high,growing,95.0,96.44,98.24,93.62,78.35,-1.44,7.86,6491,780,0.7669,0.1202,medium,0.46582116788304306,299.0,1.0,3728,1114726.08,0.7649
lulu_lulu_world_2024_spring_情人節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2024,1,Spring,2,7,1,情人節,8,high,growing,95.0,88.67,92.46,89.1,77.57,6.33,5.61,5891,694,0.6998,0.1178,high,0.48488029668802723,358.8,1.2,3056,1096834.11,0.7897
lulu_lulu_world_2024_spring_復活節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2024,1,Spring,2,7,1,復活節,8,high,growing,86.98,82.41,86.2,86.7,83.02,4.57,1.89,6065,869,0.7946,0.1433,low,0.3555387033433489,284.05,0.95,2897,823092.07,0.9378
lulu_lulu_world_2024_spring_春節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2024,1,Spring,2,7,1,春節,8,high,growing,95.0,103.03,98.05,109.5,109.04,-8.03,4.71,4572,400,0.8437,0.0875,very_high,0.3890843670339751,388.7,1.3,2448,951746.7,0.7929
lulu_lulu_world_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2024,1,Spring,2,7,1,櫻花季,8,high,growing,95.0,99.94,106.33,104.52,93.61,-4.94,4.91,6043,764,0.7465,0.1264,medium,0.5580503203762524,299.0,1.0,2658,794955.8,0.8686
lulu_pr_seeding_2024_spring_春節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2024,1,Spring,2,7,1,春節,8,medium,stable,95.0,90.87,90.97,92.24,99.4,4.13,3.52,3055,448,0.899,0.1466,very_high,0.750496196948681,388.7,1.3,1529,594364.33,0.9458
lulu_pr_seeding_2024_spring_復活節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2024,1,Spring,2,7,1,復活節,8,medium,stable,92.82,80.68,90.82,96.6,92.55,12.14,5.86,3698,421,0.7113,0.1138,low,0.352269130594059,284.05,0.95,1635,464594.83,0.8762
lulu_pr_seeding_2024_spring_情人節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2024,1,Spring,2,7,1,情人節,8,medium,stable,95.0,84.05,82.78,84.42,93.31,10.95,4.19,3349,295,0.8578,0.0881,high,0.5230740569281037,358.8,1.2,1538,552055.34,0.8717
lulu_pr_seeding_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2024,1,Spring,2,7,1,櫻花季,8,medium,stable,95.0,97.9,90.29,75.9,79.21,-2.9,8.77,2530,267,0.7257,0.1055,medium,0.5349998324353344,299.0,1.0,1651,493736.99,0.8981
lulu_sticker_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2024,1,Spring,2,7,1,櫻花季,8,low,growing,95.0,87.15,93.38,86.64,97.68,7.85,4.58,7069,1006,0.875,0.1423,medium,0.7673888015076955,299.0,1.0,4495,1344091.11,0.8112
lulu_sticker_2024_spring_春節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2024,1,Spring,2,7,1,春節,8,low,growing,95.0,88.91,92.45,94.34,101.39,6.09,4.55,9269,1067,0.7358,0.1151,very_high,0.7042609027613332,388.7,1.3,4482,1742197.03,0.9272
lulu_sticker_2024_spring_情人節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2024,1,Spring,2,7,1,情人節,8,low,growing,95.0,103.03,92.06,95.11,92.05,-8.03,4.49,8488,1100,0.7685,0.1296,high,0.6830358032325874,358.8,1.2,4136,1484146.24,0.9423
lulu_campaign_2024_spring_春節,lulu_pig,Lulu罐頭豬,campaign,活動,2024,1,Spring,2,7,1,春節,8,high,growing,95.0,89.58,94.42,97.76,84.5,5.42,5.01,6139,816,0.7309,0.1329,very_high,0.3091747926444174,388.7,1.3,2825,1098191.91,0.761
lulu_campaign_2024_spring_櫻花季,lulu_pig,Lulu罐頭豬,campaign,活動,2024,1,Spring,2,7,1,櫻花季,8,high,growing,95.0,85.27,114.71,89.64,95.22,9.73,11.25,5356,642,0.675,0.1199,medium,0.7951295702914136,299.0,1.0,3000,897168.69,0.9071
lulu_campaign_2024_spring_情人節,lulu_pig,Lulu罐頭豬,campaign,活動,2024,1,Spring,2,7,1,情人節,8,high,growing,95.0,88.91,110.29,92.43,85.18,6.09,9.64,5319,688,0.7862,0.1293,high,0.7878038428838408,358.8,1.2,3090,1108796.72,0.8026
lulu_campaign_2024_spring_復活節,lulu_pig,Lulu罐頭豬,campaign,活動,2024,1,Spring,2,7,1,復活節,8,high,growing,95.0,99.63,110.4,102.72,79.39,-4.63,11.46,4241,445,0.8533,0.1049,low,0.7387409197122721,284.05,0.95,3186,905193.74,0.8946
lulu_2d_animation_2024_summer_端午節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,2,Summer,5,20,0,端午節,8,high,growing,95.0,95.73,100.26,95.46,93.52,-0.73,2.47,4881,418,0.7595,0.0856,medium,0.42019774134151255,299.0,1.0,2561,765957.47,0.8819
lulu_2d_animation_2024_summer_兒童節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,2,Summer,5,20,0,兒童節,8,high,growing,95.0,100.27,95.36,90.47,92.49,-5.27,3.68,4344,632,0.6543,0.1455,medium,0.60735337160544,328.9,1.1,2937,966136.71,0.9211
lulu_2d_animation_2024_summer_暑假,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,2,Summer,5,20,0,暑假,8,high,growing,95.0,88.9,90.64,105.5,103.52,6.1,7.43,5207,525,0.703,0.1008,high,0.5701298135728925,358.8,1.2,2623,941314.06,0.8485
lulu_2d_animation_2024_summer_海洋主題,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2024,2,Summer,5,20,0,海洋主題,8,high,growing,95.0,89.71,102.53,112.62,99.11,5.29,8.19,3789,375,0.6515,0.099,medium,0.43402801750854936,284.05,0.95,2674,759556.92,0.8405
lulu_3d_animation_2024_summer_兒童節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2024,2,Summer,5,20,0,兒童節,8,very_high,growing,95.0,90.58,85.93,90.9,75.67,4.42,6.15,5558,736,0.7778,0.1324,medium,0.5104468733630285,328.9,1.1,3012,990945.17,0.8183
